"","fam_links","Host","VirusFamily","association","status"
"2543","Eidolon helvum-totiviridae","Eidolon helvum","totiviridae",NA,0
"2544","Eidolon helvum-tymoviridae","Eidolon helvum","tymoviridae",NA,0
"2545","Eonycteris spelaea-adamaviridae","Eonycteris spelaea","adamaviridae",NA,0
"2546","Eonycteris spelaea-adenoviridae","Eonycteris spelaea","adenoviridae",1,1
"2547","Eonycteris spelaea-adintoviridae","Eonycteris spelaea","adintoviridae",NA,0
"2548","Eonycteris spelaea-anelloviridae","Eonycteris spelaea","anelloviridae",NA,0
"2549","Eonycteris spelaea-arenaviridae","Eonycteris spelaea","arenaviridae",NA,0
"2550","Eonycteris spelaea-artoviridae","Eonycteris spelaea","artoviridae",NA,0
"2551","Eonycteris spelaea-astroviridae","Eonycteris spelaea","astroviridae",1,1
"2552","Eonycteris spelaea-birnaviridae","Eonycteris spelaea","birnaviridae",NA,0
"2553","Eonycteris spelaea-bornaviridae","Eonycteris spelaea","bornaviridae",NA,0
"2554","Eonycteris spelaea-botourmiaviridae","Eonycteris spelaea","botourmiaviridae",NA,0
"2555","Eonycteris spelaea-caliciviridae","Eonycteris spelaea","caliciviridae",1,1
"2556","Eonycteris spelaea-chuviridae","Eonycteris spelaea","chuviridae",NA,0
"2557","Eonycteris spelaea-circoviridae","Eonycteris spelaea","circoviridae",NA,0
"2558","Eonycteris spelaea-coronaviridae","Eonycteris spelaea","coronaviridae",1,1
"2559","Eonycteris spelaea-filoviridae","Eonycteris spelaea","filoviridae",1,1
"2560","Eonycteris spelaea-flaviviridae","Eonycteris spelaea","flaviviridae",1,1
"2561","Eonycteris spelaea-geminiviridae","Eonycteris spelaea","geminiviridae",NA,0
"2562","Eonycteris spelaea-genomoviridae","Eonycteris spelaea","genomoviridae",1,1
"2563","Eonycteris spelaea-hantaviridae","Eonycteris spelaea","hantaviridae",NA,0
"2564","Eonycteris spelaea-hepadnaviridae","Eonycteris spelaea","hepadnaviridae",NA,0
"2565","Eonycteris spelaea-hepeviridae","Eonycteris spelaea","hepeviridae",NA,0
"2566","Eonycteris spelaea-kolmioviridae","Eonycteris spelaea","kolmioviridae",NA,0
"2567","Eonycteris spelaea-mahapunaviridae","Eonycteris spelaea","mahapunaviridae",NA,0
"2568","Eonycteris spelaea-matonaviridae","Eonycteris spelaea","matonaviridae",NA,0
"2569","Eonycteris spelaea-nairoviridae","Eonycteris spelaea","nairoviridae",1,1
"2570","Eonycteris spelaea-nodaviridae","Eonycteris spelaea","nodaviridae",NA,0
"2571","Eonycteris spelaea-nyamiviridae","Eonycteris spelaea","nyamiviridae",NA,0
"2572","Eonycteris spelaea-orthoherpesviridae","Eonycteris spelaea","orthoherpesviridae",NA,0
"2573","Eonycteris spelaea-orthomyxoviridae","Eonycteris spelaea","orthomyxoviridae",NA,0
"2574","Eonycteris spelaea-papillomaviridae","Eonycteris spelaea","papillomaviridae",1,1
"2575","Eonycteris spelaea-paramyxoviridae","Eonycteris spelaea","paramyxoviridae",1,1
"2576","Eonycteris spelaea-partitiviridae","Eonycteris spelaea","partitiviridae",NA,0
"2577","Eonycteris spelaea-parvoviridae","Eonycteris spelaea","parvoviridae",1,1
"2578","Eonycteris spelaea-peribunyaviridae","Eonycteris spelaea","peribunyaviridae",NA,0
"2579","Eonycteris spelaea-phenuiviridae","Eonycteris spelaea","phenuiviridae",NA,0
"2580","Eonycteris spelaea-picobirnaviridae","Eonycteris spelaea","picobirnaviridae",NA,0
"2581","Eonycteris spelaea-picornaviridae","Eonycteris spelaea","picornaviridae",1,1
"2582","Eonycteris spelaea-polyomaviridae","Eonycteris spelaea","polyomaviridae",1,1
"2583","Eonycteris spelaea-poxviridae","Eonycteris spelaea","poxviridae",NA,0
"2584","Eonycteris spelaea-qinviridae","Eonycteris spelaea","qinviridae",NA,0
"2585","Eonycteris spelaea-retroviridae","Eonycteris spelaea","retroviridae",1,1
"2586","Eonycteris spelaea-rhabdoviridae","Eonycteris spelaea","rhabdoviridae",NA,0
"2587","Eonycteris spelaea-sedoreoviridae","Eonycteris spelaea","sedoreoviridae",1,1
"2588","Eonycteris spelaea-smacoviridae","Eonycteris spelaea","smacoviridae",NA,0
"2589","Eonycteris spelaea-spinareoviridae","Eonycteris spelaea","spinareoviridae",1,1
"2590","Eonycteris spelaea-togaviridae","Eonycteris spelaea","togaviridae",NA,0
"2591","Eonycteris spelaea-totiviridae","Eonycteris spelaea","totiviridae",NA,0
"2592","Eonycteris spelaea-tymoviridae","Eonycteris spelaea","tymoviridae",NA,0
"2593","Epomophorus dobsonii-adamaviridae","Epomophorus dobsonii","adamaviridae",NA,0
"2594","Epomophorus dobsonii-adenoviridae","Epomophorus dobsonii","adenoviridae",NA,0
"2595","Epomophorus dobsonii-adintoviridae","Epomophorus dobsonii","adintoviridae",NA,0
"2596","Epomophorus dobsonii-anelloviridae","Epomophorus dobsonii","anelloviridae",NA,0
"2597","Epomophorus dobsonii-arenaviridae","Epomophorus dobsonii","arenaviridae",NA,0
"2598","Epomophorus dobsonii-artoviridae","Epomophorus dobsonii","artoviridae",NA,0
"2599","Epomophorus dobsonii-astroviridae","Epomophorus dobsonii","astroviridae",NA,0
"2600","Epomophorus dobsonii-birnaviridae","Epomophorus dobsonii","birnaviridae",NA,0
"2601","Epomophorus dobsonii-bornaviridae","Epomophorus dobsonii","bornaviridae",NA,0
"2602","Epomophorus dobsonii-botourmiaviridae","Epomophorus dobsonii","botourmiaviridae",NA,0
"2603","Epomophorus dobsonii-caliciviridae","Epomophorus dobsonii","caliciviridae",NA,0
"2604","Epomophorus dobsonii-chuviridae","Epomophorus dobsonii","chuviridae",NA,0
"2605","Epomophorus dobsonii-circoviridae","Epomophorus dobsonii","circoviridae",NA,0
"2606","Epomophorus dobsonii-coronaviridae","Epomophorus dobsonii","coronaviridae",NA,0
"2607","Epomophorus dobsonii-filoviridae","Epomophorus dobsonii","filoviridae",NA,0
"2608","Epomophorus dobsonii-flaviviridae","Epomophorus dobsonii","flaviviridae",NA,0
"2609","Epomophorus dobsonii-geminiviridae","Epomophorus dobsonii","geminiviridae",NA,0
"2610","Epomophorus dobsonii-genomoviridae","Epomophorus dobsonii","genomoviridae",NA,0
"2611","Epomophorus dobsonii-hantaviridae","Epomophorus dobsonii","hantaviridae",NA,0
"2612","Epomophorus dobsonii-hepadnaviridae","Epomophorus dobsonii","hepadnaviridae",NA,0
"2613","Epomophorus dobsonii-hepeviridae","Epomophorus dobsonii","hepeviridae",NA,0
"2614","Epomophorus dobsonii-kolmioviridae","Epomophorus dobsonii","kolmioviridae",NA,0
"2615","Epomophorus dobsonii-mahapunaviridae","Epomophorus dobsonii","mahapunaviridae",NA,0
"2616","Epomophorus dobsonii-matonaviridae","Epomophorus dobsonii","matonaviridae",NA,0
"2617","Epomophorus dobsonii-nairoviridae","Epomophorus dobsonii","nairoviridae",NA,0
"2618","Epomophorus dobsonii-nodaviridae","Epomophorus dobsonii","nodaviridae",NA,0
"2619","Epomophorus dobsonii-nyamiviridae","Epomophorus dobsonii","nyamiviridae",NA,0
"2620","Epomophorus dobsonii-orthoherpesviridae","Epomophorus dobsonii","orthoherpesviridae",NA,0
"2621","Epomophorus dobsonii-orthomyxoviridae","Epomophorus dobsonii","orthomyxoviridae",NA,0
"2622","Epomophorus dobsonii-papillomaviridae","Epomophorus dobsonii","papillomaviridae",NA,0
"2623","Epomophorus dobsonii-paramyxoviridae","Epomophorus dobsonii","paramyxoviridae",NA,0
"2624","Epomophorus dobsonii-partitiviridae","Epomophorus dobsonii","partitiviridae",NA,0
"2625","Epomophorus dobsonii-parvoviridae","Epomophorus dobsonii","parvoviridae",NA,0
"2626","Epomophorus dobsonii-peribunyaviridae","Epomophorus dobsonii","peribunyaviridae",NA,0
"2627","Epomophorus dobsonii-phenuiviridae","Epomophorus dobsonii","phenuiviridae",NA,0
"2628","Epomophorus dobsonii-picobirnaviridae","Epomophorus dobsonii","picobirnaviridae",NA,0
"2629","Epomophorus dobsonii-picornaviridae","Epomophorus dobsonii","picornaviridae",NA,0
"2630","Epomophorus dobsonii-polyomaviridae","Epomophorus dobsonii","polyomaviridae",NA,0
"2631","Epomophorus dobsonii-poxviridae","Epomophorus dobsonii","poxviridae",NA,0
"2632","Epomophorus dobsonii-qinviridae","Epomophorus dobsonii","qinviridae",NA,0
"2633","Epomophorus dobsonii-retroviridae","Epomophorus dobsonii","retroviridae",NA,0
"2634","Epomophorus dobsonii-rhabdoviridae","Epomophorus dobsonii","rhabdoviridae",1,1
"2635","Epomophorus dobsonii-sedoreoviridae","Epomophorus dobsonii","sedoreoviridae",NA,0
"2636","Epomophorus dobsonii-smacoviridae","Epomophorus dobsonii","smacoviridae",NA,0
"2637","Epomophorus dobsonii-spinareoviridae","Epomophorus dobsonii","spinareoviridae",NA,0
"2638","Epomophorus dobsonii-togaviridae","Epomophorus dobsonii","togaviridae",NA,0
"2639","Epomophorus dobsonii-totiviridae","Epomophorus dobsonii","totiviridae",NA,0
"2640","Epomophorus dobsonii-tymoviridae","Epomophorus dobsonii","tymoviridae",NA,0
"2641","Epomophorus gambianus-adamaviridae","Epomophorus gambianus","adamaviridae",NA,0
"2642","Epomophorus gambianus-adenoviridae","Epomophorus gambianus","adenoviridae",1,1
"2643","Epomophorus gambianus-adintoviridae","Epomophorus gambianus","adintoviridae",NA,0
"2644","Epomophorus gambianus-anelloviridae","Epomophorus gambianus","anelloviridae",NA,0
"2645","Epomophorus gambianus-arenaviridae","Epomophorus gambianus","arenaviridae",NA,0
"2646","Epomophorus gambianus-artoviridae","Epomophorus gambianus","artoviridae",NA,0
"2647","Epomophorus gambianus-astroviridae","Epomophorus gambianus","astroviridae",NA,0
"2648","Epomophorus gambianus-birnaviridae","Epomophorus gambianus","birnaviridae",NA,0
"2649","Epomophorus gambianus-bornaviridae","Epomophorus gambianus","bornaviridae",NA,0
"2650","Epomophorus gambianus-botourmiaviridae","Epomophorus gambianus","botourmiaviridae",NA,0
"2651","Epomophorus gambianus-caliciviridae","Epomophorus gambianus","caliciviridae",NA,0
"2652","Epomophorus gambianus-chuviridae","Epomophorus gambianus","chuviridae",NA,0
"2653","Epomophorus gambianus-circoviridae","Epomophorus gambianus","circoviridae",NA,0
"2654","Epomophorus gambianus-coronaviridae","Epomophorus gambianus","coronaviridae",1,1
"2655","Epomophorus gambianus-filoviridae","Epomophorus gambianus","filoviridae",NA,0
"2656","Epomophorus gambianus-flaviviridae","Epomophorus gambianus","flaviviridae",NA,0
"2657","Epomophorus gambianus-geminiviridae","Epomophorus gambianus","geminiviridae",NA,0
"2658","Epomophorus gambianus-genomoviridae","Epomophorus gambianus","genomoviridae",NA,0
"2659","Epomophorus gambianus-hantaviridae","Epomophorus gambianus","hantaviridae",NA,0
"2660","Epomophorus gambianus-hepadnaviridae","Epomophorus gambianus","hepadnaviridae",NA,0
"2661","Epomophorus gambianus-hepeviridae","Epomophorus gambianus","hepeviridae",NA,0
"2662","Epomophorus gambianus-kolmioviridae","Epomophorus gambianus","kolmioviridae",NA,0
"2663","Epomophorus gambianus-mahapunaviridae","Epomophorus gambianus","mahapunaviridae",NA,0
"2664","Epomophorus gambianus-matonaviridae","Epomophorus gambianus","matonaviridae",NA,0
"2665","Epomophorus gambianus-nairoviridae","Epomophorus gambianus","nairoviridae",NA,0
"2666","Epomophorus gambianus-nodaviridae","Epomophorus gambianus","nodaviridae",NA,0
"2667","Epomophorus gambianus-nyamiviridae","Epomophorus gambianus","nyamiviridae",NA,0
"2668","Epomophorus gambianus-orthoherpesviridae","Epomophorus gambianus","orthoherpesviridae",NA,0
"2669","Epomophorus gambianus-orthomyxoviridae","Epomophorus gambianus","orthomyxoviridae",NA,0
"2670","Epomophorus gambianus-papillomaviridae","Epomophorus gambianus","papillomaviridae",NA,0
"2671","Epomophorus gambianus-paramyxoviridae","Epomophorus gambianus","paramyxoviridae",NA,0
"2672","Epomophorus gambianus-partitiviridae","Epomophorus gambianus","partitiviridae",NA,0
"2673","Epomophorus gambianus-parvoviridae","Epomophorus gambianus","parvoviridae",NA,0
"2674","Epomophorus gambianus-peribunyaviridae","Epomophorus gambianus","peribunyaviridae",NA,0
"2675","Epomophorus gambianus-phenuiviridae","Epomophorus gambianus","phenuiviridae",NA,0
"2676","Epomophorus gambianus-picobirnaviridae","Epomophorus gambianus","picobirnaviridae",NA,0
"2677","Epomophorus gambianus-picornaviridae","Epomophorus gambianus","picornaviridae",NA,0
"2678","Epomophorus gambianus-polyomaviridae","Epomophorus gambianus","polyomaviridae",NA,0
"2679","Epomophorus gambianus-poxviridae","Epomophorus gambianus","poxviridae",NA,0
"2680","Epomophorus gambianus-qinviridae","Epomophorus gambianus","qinviridae",NA,0
"2681","Epomophorus gambianus-retroviridae","Epomophorus gambianus","retroviridae",NA,0
"2682","Epomophorus gambianus-rhabdoviridae","Epomophorus gambianus","rhabdoviridae",NA,0
"2683","Epomophorus gambianus-sedoreoviridae","Epomophorus gambianus","sedoreoviridae",NA,0
"2684","Epomophorus gambianus-smacoviridae","Epomophorus gambianus","smacoviridae",NA,0
"2685","Epomophorus gambianus-spinareoviridae","Epomophorus gambianus","spinareoviridae",NA,0
"2686","Epomophorus gambianus-togaviridae","Epomophorus gambianus","togaviridae",NA,0
"2687","Epomophorus gambianus-totiviridae","Epomophorus gambianus","totiviridae",NA,0
"2688","Epomophorus gambianus-tymoviridae","Epomophorus gambianus","tymoviridae",NA,0
"2689","Epomophorus labiatus-adamaviridae","Epomophorus labiatus","adamaviridae",NA,0
"2690","Epomophorus labiatus-adenoviridae","Epomophorus labiatus","adenoviridae",NA,0
"2691","Epomophorus labiatus-adintoviridae","Epomophorus labiatus","adintoviridae",NA,0
"2692","Epomophorus labiatus-anelloviridae","Epomophorus labiatus","anelloviridae",NA,0
"2693","Epomophorus labiatus-arenaviridae","Epomophorus labiatus","arenaviridae",NA,0
"2694","Epomophorus labiatus-artoviridae","Epomophorus labiatus","artoviridae",NA,0
"2695","Epomophorus labiatus-astroviridae","Epomophorus labiatus","astroviridae",NA,0
"2696","Epomophorus labiatus-birnaviridae","Epomophorus labiatus","birnaviridae",NA,0
"2697","Epomophorus labiatus-bornaviridae","Epomophorus labiatus","bornaviridae",NA,0
"2698","Epomophorus labiatus-botourmiaviridae","Epomophorus labiatus","botourmiaviridae",NA,0
"2699","Epomophorus labiatus-caliciviridae","Epomophorus labiatus","caliciviridae",NA,0
"2700","Epomophorus labiatus-chuviridae","Epomophorus labiatus","chuviridae",NA,0
"2701","Epomophorus labiatus-circoviridae","Epomophorus labiatus","circoviridae",NA,0
"2702","Epomophorus labiatus-coronaviridae","Epomophorus labiatus","coronaviridae",1,1
"2703","Epomophorus labiatus-filoviridae","Epomophorus labiatus","filoviridae",NA,0
"2704","Epomophorus labiatus-flaviviridae","Epomophorus labiatus","flaviviridae",1,1
"2705","Epomophorus labiatus-geminiviridae","Epomophorus labiatus","geminiviridae",NA,0
"2706","Epomophorus labiatus-genomoviridae","Epomophorus labiatus","genomoviridae",NA,0
"2707","Epomophorus labiatus-hantaviridae","Epomophorus labiatus","hantaviridae",NA,0
"2708","Epomophorus labiatus-hepadnaviridae","Epomophorus labiatus","hepadnaviridae",NA,0
"2709","Epomophorus labiatus-hepeviridae","Epomophorus labiatus","hepeviridae",NA,0
"2710","Epomophorus labiatus-kolmioviridae","Epomophorus labiatus","kolmioviridae",NA,0
"2711","Epomophorus labiatus-mahapunaviridae","Epomophorus labiatus","mahapunaviridae",NA,0
"2712","Epomophorus labiatus-matonaviridae","Epomophorus labiatus","matonaviridae",NA,0
"2713","Epomophorus labiatus-nairoviridae","Epomophorus labiatus","nairoviridae",NA,0
"2714","Epomophorus labiatus-nodaviridae","Epomophorus labiatus","nodaviridae",NA,0
"2715","Epomophorus labiatus-nyamiviridae","Epomophorus labiatus","nyamiviridae",NA,0
"2716","Epomophorus labiatus-orthoherpesviridae","Epomophorus labiatus","orthoherpesviridae",NA,0
"2717","Epomophorus labiatus-orthomyxoviridae","Epomophorus labiatus","orthomyxoviridae",NA,0
"2718","Epomophorus labiatus-papillomaviridae","Epomophorus labiatus","papillomaviridae",NA,0
"2719","Epomophorus labiatus-paramyxoviridae","Epomophorus labiatus","paramyxoviridae",NA,0
"2720","Epomophorus labiatus-partitiviridae","Epomophorus labiatus","partitiviridae",NA,0
"2721","Epomophorus labiatus-parvoviridae","Epomophorus labiatus","parvoviridae",NA,0
"2722","Epomophorus labiatus-peribunyaviridae","Epomophorus labiatus","peribunyaviridae",1,1
"2723","Epomophorus labiatus-phenuiviridae","Epomophorus labiatus","phenuiviridae",NA,0
"2724","Epomophorus labiatus-picobirnaviridae","Epomophorus labiatus","picobirnaviridae",NA,0
"2725","Epomophorus labiatus-picornaviridae","Epomophorus labiatus","picornaviridae",NA,0
"2726","Epomophorus labiatus-polyomaviridae","Epomophorus labiatus","polyomaviridae",NA,0
"2727","Epomophorus labiatus-poxviridae","Epomophorus labiatus","poxviridae",NA,0
"2728","Epomophorus labiatus-qinviridae","Epomophorus labiatus","qinviridae",NA,0
"2729","Epomophorus labiatus-retroviridae","Epomophorus labiatus","retroviridae",NA,0
"2730","Epomophorus labiatus-rhabdoviridae","Epomophorus labiatus","rhabdoviridae",NA,0
"2731","Epomophorus labiatus-sedoreoviridae","Epomophorus labiatus","sedoreoviridae",NA,0
"2732","Epomophorus labiatus-smacoviridae","Epomophorus labiatus","smacoviridae",NA,0
"2733","Epomophorus labiatus-spinareoviridae","Epomophorus labiatus","spinareoviridae",NA,0
"2734","Epomophorus labiatus-togaviridae","Epomophorus labiatus","togaviridae",NA,0
"2735","Epomophorus labiatus-totiviridae","Epomophorus labiatus","totiviridae",NA,0
"2736","Epomophorus labiatus-tymoviridae","Epomophorus labiatus","tymoviridae",NA,0
"2737","Epomophorus pusillus-adamaviridae","Epomophorus pusillus","adamaviridae",NA,0
"2738","Epomophorus pusillus-adenoviridae","Epomophorus pusillus","adenoviridae",1,1
"2739","Epomophorus pusillus-adintoviridae","Epomophorus pusillus","adintoviridae",NA,0
"2740","Epomophorus pusillus-anelloviridae","Epomophorus pusillus","anelloviridae",NA,0
"2741","Epomophorus pusillus-arenaviridae","Epomophorus pusillus","arenaviridae",NA,0
"2742","Epomophorus pusillus-artoviridae","Epomophorus pusillus","artoviridae",NA,0
"2743","Epomophorus pusillus-astroviridae","Epomophorus pusillus","astroviridae",NA,0
"2744","Epomophorus pusillus-birnaviridae","Epomophorus pusillus","birnaviridae",NA,0
"2745","Epomophorus pusillus-bornaviridae","Epomophorus pusillus","bornaviridae",NA,0
"2746","Epomophorus pusillus-botourmiaviridae","Epomophorus pusillus","botourmiaviridae",NA,0
"2747","Epomophorus pusillus-caliciviridae","Epomophorus pusillus","caliciviridae",NA,0
"2748","Epomophorus pusillus-chuviridae","Epomophorus pusillus","chuviridae",NA,0
"2749","Epomophorus pusillus-circoviridae","Epomophorus pusillus","circoviridae",NA,0
"2750","Epomophorus pusillus-coronaviridae","Epomophorus pusillus","coronaviridae",1,1
"2751","Epomophorus pusillus-filoviridae","Epomophorus pusillus","filoviridae",1,1
"2752","Epomophorus pusillus-flaviviridae","Epomophorus pusillus","flaviviridae",NA,0
"2753","Epomophorus pusillus-geminiviridae","Epomophorus pusillus","geminiviridae",NA,0
"2754","Epomophorus pusillus-genomoviridae","Epomophorus pusillus","genomoviridae",NA,0
"2755","Epomophorus pusillus-hantaviridae","Epomophorus pusillus","hantaviridae",NA,0
"2756","Epomophorus pusillus-hepadnaviridae","Epomophorus pusillus","hepadnaviridae",NA,0
"2757","Epomophorus pusillus-hepeviridae","Epomophorus pusillus","hepeviridae",NA,0
"2758","Epomophorus pusillus-kolmioviridae","Epomophorus pusillus","kolmioviridae",NA,0
"2759","Epomophorus pusillus-mahapunaviridae","Epomophorus pusillus","mahapunaviridae",NA,0
"2760","Epomophorus pusillus-matonaviridae","Epomophorus pusillus","matonaviridae",NA,0
"2761","Epomophorus pusillus-nairoviridae","Epomophorus pusillus","nairoviridae",NA,0
"2762","Epomophorus pusillus-nodaviridae","Epomophorus pusillus","nodaviridae",NA,0
"2763","Epomophorus pusillus-nyamiviridae","Epomophorus pusillus","nyamiviridae",NA,0
"2764","Epomophorus pusillus-orthoherpesviridae","Epomophorus pusillus","orthoherpesviridae",NA,0
"2765","Epomophorus pusillus-orthomyxoviridae","Epomophorus pusillus","orthomyxoviridae",NA,0
"2766","Epomophorus pusillus-papillomaviridae","Epomophorus pusillus","papillomaviridae",NA,0
"2767","Epomophorus pusillus-paramyxoviridae","Epomophorus pusillus","paramyxoviridae",NA,0
"2768","Epomophorus pusillus-partitiviridae","Epomophorus pusillus","partitiviridae",NA,0
"2769","Epomophorus pusillus-parvoviridae","Epomophorus pusillus","parvoviridae",NA,0
