"sp_links","Host","Virus","VirusFamily","zoonotic","fam_links"
"Mops condylurus-mops bat papillomavirus","Mops condylurus","mops bat papillomavirus","papillomaviridae",0,"Mops condylurus-papillomaviridae"
"Mops condylurus-mops bat parvovirus","Mops condylurus","mops bat parvovirus","parvoviridae",0,"Mops condylurus-parvoviridae"
"Mops condylurus-mops condylurus alphacoronavirus","Mops condylurus","mops condylurus alphacoronavirus","coronaviridae",0,"Mops condylurus-coronaviridae"
"Mops condylurus-orthoebolavirus bombaliense","Mops condylurus","orthoebolavirus bombaliense","filoviridae",0,"Mops condylurus-filoviridae"
"Mops condylurus-orthoflavivirus bukalasaense","Mops condylurus","orthoflavivirus bukalasaense","flaviviridae",0,"Mops condylurus-flaviviridae"
"Mops condylurus-orthoflavivirus dakarense","Mops condylurus","orthoflavivirus dakarense","flaviviridae",1,"Mops condylurus-flaviviridae"
"Mops condylurus-orthoflavivirus entebbeense","Mops condylurus","orthoflavivirus entebbeense","flaviviridae",0,"Mops condylurus-flaviviridae"
"Mops condylurus-pegivirus pteropi","Mops condylurus","pegivirus pteropi","flaviviridae",0,"Mops condylurus-flaviviridae"
"Mops leucogaster-astrovirus sp.","Mops leucogaster","astrovirus sp.","astroviridae",1,"Mops leucogaster-astroviridae"
"Mops leucogaster-bat coronavirus","Mops leucogaster","bat coronavirus","coronaviridae",0,"Mops leucogaster-coronaviridae"
"Mops leucogaster-chaerephon bat calicivirus","Mops leucogaster","chaerephon bat calicivirus","caliciviridae",0,"Mops leucogaster-caliciviridae"
"Mops leucogaster-chaerephon bat circovirus","Mops leucogaster","chaerephon bat circovirus","circoviridae",0,"Mops leucogaster-circoviridae"
"Mops leucogaster-chaerephon bat flavivirus","Mops leucogaster","chaerephon bat flavivirus","flaviviridae",0,"Mops leucogaster-flaviviridae"
"Mops leucogaster-chaerephon bat parvovirus","Mops leucogaster","chaerephon bat parvovirus","parvoviridae",0,"Mops leucogaster-parvoviridae"
"Mops leucogaster-chaerephon bat polyomavirus","Mops leucogaster","chaerephon bat polyomavirus","polyomaviridae",0,"Mops leucogaster-polyomaviridae"
"Mops leucogaster-jeilongvirus murinae","Mops leucogaster","jeilongvirus murinae","paramyxoviridae",0,"Mops leucogaster-paramyxoviridae"
"Mops leucostigma-astrovirus sp.","Mops leucostigma","astrovirus sp.","astroviridae",1,"Mops leucostigma-astroviridae"
"Mops leucostigma-jeilongvirus murinae","Mops leucostigma","jeilongvirus murinae","paramyxoviridae",0,"Mops leucostigma-paramyxoviridae"
"Mops midas-bat coronavirus","Mops midas","bat coronavirus","coronaviridae",0,"Mops midas-coronaviridae"
"Mops midas-jeilongvirus murinae","Mops midas","jeilongvirus murinae","paramyxoviridae",0,"Mops midas-paramyxoviridae"
"Mops plicatus-alphacoronavirus sp.","Mops plicatus","alphacoronavirus sp.","coronaviridae",0,"Mops plicatus-coronaviridae"
"Mops plicatus-bat papillomavirus","Mops plicatus","bat papillomavirus","papillomaviridae",0,"Mops plicatus-papillomaviridae"
"Mops plicatus-betacoronavirus pandemicum","Mops plicatus","betacoronavirus pandemicum","coronaviridae",1,"Mops plicatus-coronaviridae"
"Mops plicatus-decacovirus sp.","Mops plicatus","decacovirus sp.","coronaviridae",0,"Mops plicatus-coronaviridae"
"Mops plicatus-orthobunyavirus kaengkhoiense","Mops plicatus","orthobunyavirus kaengkhoiense","peribunyaviridae",0,"Mops plicatus-peribunyaviridae"
"Mops plicatus-orthonairovirus issykkulense","Mops plicatus","orthonairovirus issykkulense","nairoviridae",0,"Mops plicatus-nairoviridae"
"Mops pumilus-alphacoronavirus sp.","Mops pumilus","alphacoronavirus sp.","coronaviridae",0,"Mops pumilus-coronaviridae"
"Mops pumilus-alphavirus chikungunya","Mops pumilus","alphavirus chikungunya","togaviridae",1,"Mops pumilus-togaviridae"
"Mops pumilus-bat alphacoronavirus","Mops pumilus","bat alphacoronavirus","coronaviridae",0,"Mops pumilus-coronaviridae"
"Mops pumilus-bat coronavirus","Mops pumilus","bat coronavirus","coronaviridae",0,"Mops pumilus-coronaviridae"
"Mops pumilus-bat mastadenovirus","Mops pumilus","bat mastadenovirus","adenoviridae",0,"Mops pumilus-adenoviridae"
"Mops pumilus-chaerephon pumilus alphacoronavirus","Mops pumilus","chaerephon pumilus alphacoronavirus","coronaviridae",0,"Mops pumilus-coronaviridae"
"Mops pumilus-eidolon bat coronavirus","Mops pumilus","eidolon bat coronavirus","coronaviridae",0,"Mops pumilus-coronaviridae"
"Mops pumilus-mamastrovirus sp.","Mops pumilus","mamastrovirus sp.","astroviridae",1,"Mops pumilus-astroviridae"
"Mops pumilus-orthoebolavirus bombaliense","Mops pumilus","orthoebolavirus bombaliense","filoviridae",0,"Mops pumilus-filoviridae"
"Mops pumilus-orthoflavivirus bukalasaense","Mops pumilus","orthoflavivirus bukalasaense","flaviviridae",0,"Mops pumilus-flaviviridae"
"Mops pumilus-orthoflavivirus dakarense","Mops pumilus","orthoflavivirus dakarense","flaviviridae",1,"Mops pumilus-flaviviridae"
"Mops pumilus-orthoflavivirus entebbeense","Mops pumilus","orthoflavivirus entebbeense","flaviviridae",0,"Mops pumilus-flaviviridae"
"Mops sp.-coronaviridae sp.","Mops sp.","coronaviridae sp.","coronaviridae",0,"Mops sp.-coronaviridae"
"Mormopterus acetabulosus-mormopterus acetabulosus paramyxovirus","Mormopterus acetabulosus","mormopterus acetabulosus paramyxovirus","paramyxoviridae",0,"Mormopterus acetabulosus-paramyxoviridae"
"Mormopterus francoismoutoui-astrovirus sp.","Mormopterus francoismoutoui","astrovirus sp.","astroviridae",1,"Mormopterus francoismoutoui-astroviridae"
"Mormopterus jugularis-bat coronavirus","Mormopterus jugularis","bat coronavirus","coronaviridae",0,"Mormopterus jugularis-coronaviridae"
"Mormopterus jugularis-jeilongvirus murinae","Mormopterus jugularis","jeilongvirus murinae","paramyxoviridae",0,"Mormopterus jugularis-paramyxoviridae"
"Murina aenea-sarawak mobatvirus","Murina aenea","sarawak mobatvirus","hantaviridae",0,"Murina aenea-hantaviridae"
"Murina cyclotis-alphacoronavirus sp.","Murina cyclotis","alphacoronavirus sp.","coronaviridae",0,"Murina cyclotis-coronaviridae"
"Murina feae-orthoflavivirus japonicum","Murina feae","orthoflavivirus japonicum","flaviviridae",1,"Murina feae-flaviviridae"
"Murina hilgendorfi-alphacoronavirus sp.","Murina hilgendorfi","alphacoronavirus sp.","coronaviridae",0,"Murina hilgendorfi-coronaviridae"
"Murina leucogaster-bat circovirus","Murina leucogaster","bat circovirus","circoviridae",0,"Murina leucogaster-circoviridae"
"Murina leucogaster-bat coronavirus","Murina leucogaster","bat coronavirus","coronaviridae",0,"Murina leucogaster-coronaviridae"
"Murina leucogaster-jeilongvirus murinae","Murina leucogaster","jeilongvirus murinae","paramyxoviridae",0,"Murina leucogaster-paramyxoviridae"
"Murina leucogaster-lyssavirus irkut","Murina leucogaster","lyssavirus irkut","rhabdoviridae",1,"Murina leucogaster-rhabdoviridae"
"Murina ussuriensis-kobuvirus sp.","Murina ussuriensis","kobuvirus sp.","picornaviridae",1,"Murina ussuriensis-picornaviridae"
"Myonycteris angolensis-alphacoronavirus chicagoense","Myonycteris angolensis","alphacoronavirus chicagoense","coronaviridae",1,"Myonycteris angolensis-coronaviridae"
"Myonycteris angolensis-eidolon bat coronavirus","Myonycteris angolensis","eidolon bat coronavirus","coronaviridae",0,"Myonycteris angolensis-coronaviridae"
"Myonycteris angolensis-kasama virus","Myonycteris angolensis","kasama virus","spinareoviridae",0,"Myonycteris angolensis-spinareoviridae"
"Myonycteris angolensis-ledantevirus kanyawara","Myonycteris angolensis","ledantevirus kanyawara","rhabdoviridae",0,"Myonycteris angolensis-rhabdoviridae"
"Myonycteris torquata-bat coronavirus","Myonycteris torquata","bat coronavirus","coronaviridae",0,"Myonycteris torquata-coronaviridae"
"Myonycteris torquata-cyclovirus sp.","Myonycteris torquata","cyclovirus sp.","circoviridae",1,"Myonycteris torquata-circoviridae"
"Myonycteris torquata-jeilongvirus murinae","Myonycteris torquata","jeilongvirus murinae","paramyxoviridae",0,"Myonycteris torquata-paramyxoviridae"
"Myonycteris torquata-orthoebolavirus zairense","Myonycteris torquata","orthoebolavirus zairense","filoviridae",1,"Myonycteris torquata-filoviridae"
"Myotis adversus-alphacoronavirus sp.","Myotis adversus","alphacoronavirus sp.","coronaviridae",0,"Myotis adversus-coronaviridae"
"Myotis adversus-bat astrovirus","Myotis adversus","bat astrovirus","astroviridae",0,"Myotis adversus-astroviridae"
"Myotis adversus-bat papillomavirus","Myotis adversus","bat papillomavirus","papillomaviridae",0,"Myotis adversus-papillomaviridae"
"Myotis adversus-bat sapovirus","Myotis adversus","bat sapovirus","caliciviridae",0,"Myotis adversus-caliciviridae"
"Myotis adversus-genomoviridae sp.","Myotis adversus","genomoviridae sp.","genomoviridae",1,"Myotis adversus-genomoviridae"
"Myotis adversus-jeilongvirus murinae","Myotis adversus","jeilongvirus murinae","paramyxoviridae",0,"Myotis adversus-paramyxoviridae"
"Myotis adversus-pedacovirus sp.","Myotis adversus","pedacovirus sp.","coronaviridae",0,"Myotis adversus-coronaviridae"
"Myotis albescens-lyssavirus rabies","Myotis albescens","lyssavirus rabies","rhabdoviridae",1,"Myotis albescens-rhabdoviridae"
"Myotis alcathoe-circovirus sp.","Myotis alcathoe","circovirus sp.","circoviridae",0,"Myotis alcathoe-circoviridae"
"Myotis alcathoe-myotis alcathoe betaherpesvirus 1","Myotis alcathoe","myotis alcathoe betaherpesvirus 1","orthoherpesviridae",0,"Myotis alcathoe-orthoherpesviridae"
"Myotis altarium-bat jeilongvirus","Myotis altarium","bat jeilongvirus","paramyxoviridae",0,"Myotis altarium-paramyxoviridae"
"Myotis altarium-parajeilongvirus myotis","Myotis altarium","parajeilongvirus myotis","paramyxoviridae",0,"Myotis altarium-paramyxoviridae"
"Myotis altarium-vesiculovirus wufeng","Myotis altarium","vesiculovirus wufeng","rhabdoviridae",0,"Myotis altarium-rhabdoviridae"
"Myotis austroriparius-lyssavirus rabies","Myotis austroriparius","lyssavirus rabies","rhabdoviridae",1,"Myotis austroriparius-rhabdoviridae"
"Myotis bechsteinii-bat mastadenovirus","Myotis bechsteinii","bat mastadenovirus","adenoviridae",0,"Myotis bechsteinii-adenoviridae"
"Myotis bechsteinii-chirohepevirus eptesici","Myotis bechsteinii","chirohepevirus eptesici","hepeviridae",0,"Myotis bechsteinii-hepeviridae"
"Myotis bechsteinii-circovirus sp.","Myotis bechsteinii","circovirus sp.","circoviridae",0,"Myotis bechsteinii-circoviridae"
"Myotis bechsteinii-myotis bechsteinii betaherpesvirus 1","Myotis bechsteinii","myotis bechsteinii betaherpesvirus 1","orthoherpesviridae",0,"Myotis bechsteinii-orthoherpesviridae"
"Myotis blythii-bat circovirus","Myotis blythii","bat circovirus","circoviridae",0,"Myotis blythii-circoviridae"
"Myotis blythii-bat mastadenovirus","Myotis blythii","bat mastadenovirus","adenoviridae",0,"Myotis blythii-adenoviridae"
"Myotis blythii-colacovirus sp.","Myotis blythii","colacovirus sp.","coronaviridae",0,"Myotis blythii-coronaviridae"
"Myotis blythii-jeilongvirus murinae","Myotis blythii","jeilongvirus murinae","paramyxoviridae",0,"Myotis blythii-paramyxoviridae"
"Myotis blythii-lyssavirus aravan","Myotis blythii","lyssavirus aravan","rhabdoviridae",0,"Myotis blythii-rhabdoviridae"
"Myotis blythii-merbecovirus sp.","Myotis blythii","merbecovirus sp.","coronaviridae",0,"Myotis blythii-coronaviridae"
"Myotis blythii-myotacovirus sp.","Myotis blythii","myotacovirus sp.","coronaviridae",0,"Myotis blythii-coronaviridae"
"Myotis blythii-orthonairovirus issykkulense","Myotis blythii","orthonairovirus issykkulense","nairoviridae",0,"Myotis blythii-nairoviridae"
"Myotis blythii-orthonairovirus keterehense","Myotis blythii","orthonairovirus keterehense","nairoviridae",0,"Myotis blythii-nairoviridae"
"Myotis blythii-sarbecovirus sp.","Myotis blythii","sarbecovirus sp.","coronaviridae",0,"Myotis blythii-coronaviridae"
"Myotis bombinus-alphacoronavirus sp.","Myotis bombinus","alphacoronavirus sp.","coronaviridae",0,"Myotis bombinus-coronaviridae"
"Myotis bombinus-bat associated circovirus","Myotis bombinus","bat associated circovirus","circoviridae",0,"Myotis bombinus-circoviridae"
"Myotis bombinus-jeilongvirus murinae","Myotis bombinus","jeilongvirus murinae","paramyxoviridae",0,"Myotis bombinus-paramyxoviridae"
"Myotis brandtii-bat alphacoronavirus","Myotis brandtii","bat alphacoronavirus","coronaviridae",0,"Myotis brandtii-coronaviridae"
"Myotis brandtii-bat coronavirus","Myotis brandtii","bat coronavirus","coronaviridae",0,"Myotis brandtii-coronaviridae"
"Myotis brandtii-lyssavirus kotalahti","Myotis brandtii","lyssavirus kotalahti","rhabdoviridae",0,"Myotis brandtii-rhabdoviridae"
"Myotis brandtii-myotis brandtii picorna-like virus 1","Myotis brandtii","myotis brandtii picorna-like virus 1","picornaviridae",0,"Myotis brandtii-picornaviridae"
"Myotis brandtii-myotis brandtii tymo-like virus 1","Myotis brandtii","myotis brandtii tymo-like virus 1","tymoviridae",0,"Myotis brandtii-tymoviridae"
"Myotis brandtii-orthonairovirus issykkulense","Myotis brandtii","orthonairovirus issykkulense","nairoviridae",0,"Myotis brandtii-nairoviridae"
"Myotis californicus-lyssavirus rabies","Myotis californicus","lyssavirus rabies","rhabdoviridae",1,"Myotis californicus-rhabdoviridae"
"Myotis capaccinii-alphacoronavirus sp.","Myotis capaccinii","alphacoronavirus sp.","coronaviridae",0,"Myotis capaccinii-coronaviridae"
"Myotis capaccinii-bat alphacoronavirus","Myotis capaccinii","bat alphacoronavirus","coronaviridae",0,"Myotis capaccinii-coronaviridae"
"Myotis capaccinii-bat astrovirus","Myotis capaccinii","bat astrovirus","astroviridae",0,"Myotis capaccinii-astroviridae"
"Myotis capaccinii-divaea bat lyssavirus","Myotis capaccinii","divaea bat lyssavirus","rhabdoviridae",0,"Myotis capaccinii-rhabdoviridae"
"Myotis capaccinii-myotis capaccinii gammaherpesvirus 1","Myotis capaccinii","myotis capaccinii gammaherpesvirus 1","orthoherpesviridae",0,"Myotis capaccinii-orthoherpesviridae"
"Myotis cf. nigricans-morbillivirus myotis","Myotis cf. nigricans","morbillivirus myotis","paramyxoviridae",0,"Myotis cf. nigricans-paramyxoviridae"
"Myotis chiloensis-lyssavirus rabies","Myotis chiloensis","lyssavirus rabies","rhabdoviridae",1,"Myotis chiloensis-rhabdoviridae"
"Myotis chinensis-alphacoronavirus sp.","Myotis chinensis","alphacoronavirus sp.","coronaviridae",0,"Myotis chinensis-coronaviridae"
"Myotis chinensis-bat alphacoronavirus","Myotis chinensis","bat alphacoronavirus","coronaviridae",0,"Myotis chinensis-coronaviridae"
"Myotis chinensis-bat associated rhabdovirus 7","Myotis chinensis","bat associated rhabdovirus 7","rhabdoviridae",0,"Myotis chinensis-rhabdoviridae"
"Myotis chinensis-bat astrovirus","Myotis chinensis","bat astrovirus","astroviridae",0,"Myotis chinensis-astroviridae"
"Myotis chinensis-bat astrovirus 1","Myotis chinensis","bat astrovirus 1","astroviridae",0,"Myotis chinensis-astroviridae"
"Myotis chinensis-bat picornavirus 10","Myotis chinensis","bat picornavirus 10","picornaviridae",0,"Myotis chinensis-picornaviridae"
"Myotis chinensis-bat polyomavirus 1","Myotis chinensis","bat polyomavirus 1","polyomaviridae",0,"Myotis chinensis-polyomaviridae"
"Myotis chinensis-bat polyomavirus 2","Myotis chinensis","bat polyomavirus 2","polyomaviridae",0,"Myotis chinensis-polyomaviridae"
"Myotis chinensis-bat sapovirus","Myotis chinensis","bat sapovirus","caliciviridae",0,"Myotis chinensis-caliciviridae"
"Myotis chinensis-bat spumavirus 1","Myotis chinensis","bat spumavirus 1","retroviridae",0,"Myotis chinensis-retroviridae"
"Myotis chinensis-genomoviridae sp.","Myotis chinensis","genomoviridae sp.","genomoviridae",1,"Myotis chinensis-genomoviridae"
"Myotis chinensis-jeilongvirus murinae","Myotis chinensis","jeilongvirus murinae","paramyxoviridae",0,"Myotis chinensis-paramyxoviridae"
"Myotis chinensis-jingmen bat astrovirus 10","Myotis chinensis","jingmen bat astrovirus 10","astroviridae",0,"Myotis chinensis-astroviridae"
"Myotis chinensis-jingmen bat astrovirus 11","Myotis chinensis","jingmen bat astrovirus 11","astroviridae",0,"Myotis chinensis-astroviridae"
"Myotis chinensis-jingmen bat astrovirus 8","Myotis chinensis","jingmen bat astrovirus 8","astroviridae",0,"Myotis chinensis-astroviridae"
"Myotis chinensis-jingmen bat astrovirus 9","Myotis chinensis","jingmen bat astrovirus 9","astroviridae",0,"Myotis chinensis-astroviridae"
